R,G,B
0.545007,0.586373,0.685322
0.544261,0.585734,0.684736
0.544901,0.586231,0.685144
0.546197,0.587368,0.686192
0.548666,0.589198,0.687897
0.552325,0.592093,0.690704
0.554492,0.594011,0.692586
0.555558,0.594899,0.693528
0.554669,0.594206,0.692942
0.554456,0.594188,0.692959
0.555415,0.595006,0.693776
0.554083,0.593993,0.692906
0.552201,0.592590,0.691627
0.550602,0.591347,0.690526
0.549980,0.590814,0.690011
0.548684,0.589695,0.688981
0.546712,0.588096,0.687471
0.545522,0.587031,0.686441
0.545469,0.586960,0.686334
0.546908,0.588025,0.687329
0.549128,0.589624,0.688874
0.549732,0.589944,0.689230
0.550176,0.590139,0.689407
0.551348,0.590938,0.690242
0.552876,0.592075,0.691290
0.555060,0.593744,0.692871
0.558115,0.596053,0.695055
0.561454,0.598576,0.697435
0.566143,0.602146,0.700810
0.570388,0.605485,0.703954
0.575290,0.609303,0.707630
0.578310,0.611701,0.709975
0.578931,0.612127,0.710454
0.578043,0.611293,0.709744
0.577990,0.611808,0.710064
0.581596,0.614348,0.712390
0.581915,0.614721,0.712781
0.577777,0.611524,0.709797
0.570992,0.606266,0.704771
0.567333,0.603531,0.702053
0.565895,0.602625,0.701165
0.562804,0.600156,0.698892
0.559820,0.597759,0.696583
0.560211,0.598132,0.696831
0.564065,0.601151,0.699655
0.565806,0.602519,0.700970
0.565682,0.602448,0.700916
0.568310,0.604703,0.703119
0.571596,0.607243,0.705499
0.573283,0.608522,0.706742
0.575539,0.610316,0.708447
0.578896,0.612909,0.710916
0.581667,0.615023,0.712976
0.582839,0.615911,0.713829
0.584988,0.617633,0.715481
0.587297,0.619356,0.717488
0.591009,0.622198,0.719921
0.595236,0.625502,0.723100
0.597883,0.627456,0.725054
0.600494,0.629249,0.726884
0.601737,0.630173,0.727825
0.603797,0.631807,0.729388
0.604419,0.632411,0.730045
0.604419,0.632482,0.730187
0.602110,0.630706,0.728518
0.600956,0.629942,0.727807
0.601932,0.630830,0.728713
0.602821,0.631487,0.729388
0.600991,0.629978,0.728020
0.597492,0.627189,0.725427
0.594917,0.625253,0.723544
0.591933,0.622855,0.721289
0.589588,0.620990,0.719566
0.587688,0.619534,0.718127
0.588416,0.620156,0.718767
0.588008,0.619729,0.718447
0.587581,0.619463,0.718287
0.586942,0.619019,0.717950
0.584100,0.616870,0.715996
0.580725,0.614312,0.713563
0.578434,0.612554,0.711929
0.578416,0.612536,0.711946
0.578967,0.613033,0.712444
0.580210,0.614099,0.713474
0.580832,0.614614,0.713971
0.580335,0.614330,0.713740
0.578949,0.613353,0.712799
0.577475,0.612394,0.711875
0.575575,0.611168,0.710792
0.574829,0.610600,0.710277
0.572893,0.609303,0.709122
0.568488,0.606106,0.706103
0.563799,0.602554,0.702746
0.563923,0.602874,0.702977
0.564811,0.603709,0.703776
0.563959,0.603193,0.703297
0.560868,0.600973,0.701201
0.557582,0.598593,0.698927
0.555238,0.597030,0.697435
0.552609,0.595378,0.695854
0.549590,0.593283,0.693919
0.542467,0.587901,0.688874
0.533693,0.581152,0.682498
0.528454,0.577191,0.678733
0.523001,0.573017,0.674754
0.519253,0.570122,0.672001
0.515843,0.567546,0.669514
0.512557,0.565024,0.667170
0.510959,0.563870,0.666033
0.509165,0.562556,0.664808
0.507460,0.561277,0.663671
0.506234,0.560389,0.662836
0.504902,0.559341,0.661913
0.504121,0.558861,0.661540
0.502966,0.557991,0.660811
0.502593,0.557831,0.660758
0.502043,0.557387,0.660438
0.502380,0.557813,0.661007
0.502291,0.557813,0.661096
0.502344,0.557955,0.661433
0.502611,0.558275,0.661877
0.502433,0.558168,0.661913
0.502842,0.558541,0.662392
0.503463,0.559074,0.663014
0.504387,0.559838,0.663902
0.505701,0.560957,0.665110
0.507264,0.562236,0.666442
0.509627,0.564172,0.668431
0.512078,0.566090,0.670402
0.514422,0.568008,0.672410
0.517424,0.570495,0.674896
0.519999,0.572626,0.677063
0.521545,0.573869,0.678377
0.522912,0.575131,0.679727
0.524262,0.576267,0.680970
0.525701,0.577386,0.682125
0.525701,0.577315,0.682196
0.524226,0.576054,0.681095
0.523942,0.575752,0.680882
0.526127,0.577440,0.682533
0.530248,0.580566,0.685588
0.534741,0.584029,0.688963
0.538293,0.586746,0.691627
0.540052,0.588025,0.692871
0.541970,0.589588,0.694398
0.544315,0.591205,0.695979
0.548080,0.594260,0.698963
0.549217,0.595041,0.699744
0.549661,0.595414,0.700295
0.547512,0.593798,0.698750
0.545718,0.592377,0.697346
0.546517,0.593052,0.697986
0.547565,0.593887,0.698838
0.547281,0.593496,0.698536
0.544936,0.591666,0.696778
0.542379,0.589499,0.694736
0.540531,0.588025,0.693279
0.540336,0.587528,0.692764
0.541650,0.588505,0.693617
0.542823,0.589464,0.694487
0.543604,0.589979,0.695020
0.545274,0.591134,0.696139
0.548666,0.593709,0.698519
0.551828,0.596107,0.700792
0.555540,0.598824,0.703403
0.557849,0.600458,0.705073
0.559430,0.601506,0.706156
0.559430,0.601329,0.706085
0.557991,0.600139,0.705019
0.555291,0.597954,0.703066
0.552520,0.595627,0.700899
0.551668,0.594633,0.700313
0.547387,0.591524,0.697187
0.547725,0.591773,0.697364
0.543924,0.588700,0.694469
0.535558,0.582022,0.688235
0.524209,0.573124,0.679958
0.514689,0.565610,0.672907
0.507140,0.559643,0.667276
0.500551,0.554492,0.662428
0.493570,0.548897,0.657224
0.486999,0.543746,0.652392
0.481368,0.539235,0.648201
0.474814,0.533960,0.643210
0.469806,0.530017,0.639480
0.466324,0.527157,0.636798
0.463589,0.524884,0.634649
0.461618,0.523196,0.633157
0.460534,0.522184,0.632216
0.459611,0.521349,0.631505
0.458652,0.520461,0.630741
0.457870,0.519662,0.630049
0.456733,0.518685,0.629196
0.455934,0.518046,0.628663
0.455348,0.517495,0.628255
0.454797,0.516980,0.627846
0.454034,0.516305,0.627260
0.453359,0.515701,0.626816
0.452737,0.515097,0.626390
0.452471,0.514884,0.626265
0.452684,0.514920,0.626408
0.453767,0.515594,0.627260
0.454922,0.516483,0.628201
0.456165,0.517282,0.629090
0.457852,0.518490,0.630351
0.458936,0.519147,0.631008
0.460126,0.519893,0.631860
0.461973,0.521420,0.633512
0.463252,0.522415,0.634649
0.464673,0.523640,0.635981
0.466271,0.524901,0.637349
0.468616,0.526642,0.639142
0.472044,0.529377,0.641860
0.476964,0.533089,0.645483
0.482878,0.537778,0.650012
0.487194,0.541029,0.653156
0.491794,0.544634,0.656744
0.495791,0.547636,0.659781
0.497904,0.549270,0.661469
0.499964,0.550744,0.662996
0.501936,0.552254,0.664577
0.504636,0.554261,0.666584
0.505843,0.555167,0.667543
0.506199,0.555398,0.667916
0.505737,0.555042,0.667827
0.503552,0.552680,0.665785
0.496767,0.548080,0.661611
0.489450,0.542254,0.656247
0.481404,0.535576,0.650030
0.472203,0.528436,0.643281
0.465774,0.523321,0.638539
0.460232,0.518898,0.634418
0.453359,0.513357,0.629249
0.448954,0.509911,0.625981
0.448314,0.509467,0.625484
0.448776,0.509769,0.625750
0.447977,0.509112,0.625164
0.447071,0.508366,0.624454
0.446485,0.507922,0.624010
0.445473,0.507122,0.623335
0.443643,0.505648,0.621967
0.442062,0.504440,0.620777
0.439132,0.502167,0.618664
0.436645,0.500249,0.616799
0.435846,0.499609,0.616195
0.436699,0.500355,0.616834
0.436254,0.500071,0.616568
0.433164,0.497620,0.614294
0.427836,0.493393,0.610280
0.421335,0.488295,0.605396
0.416895,0.484707,0.601932
0.414728,0.482914,0.599925
0.412543,0.481120,0.598362
0.409239,0.478402,0.595734
0.407090,0.476626,0.594029
0.403343,0.473642,0.591169
0.400199,0.471102,0.588718
0.397979,0.469326,0.586942
0.396966,0.468474,0.586054
0.396789,0.468243,0.585858
0.396824,0.468420,0.586000
0.396345,0.467959,0.585468
0.396185,0.467852,0.585290
0.396220,0.467994,0.585397
0.395563,0.467443,0.584775
0.395226,0.467213,0.584455
0.395084,0.467106,0.584295
0.395190,0.467266,0.584331
0.395315,0.467355,0.584366
0.395865,0.467799,0.584722
0.396345,0.468207,0.585006
0.396949,0.468758,0.585450
0.397464,0.469149,0.585752
0.398068,0.469628,0.586089
0.399204,0.470552,0.586871
0.400341,0.471440,0.587617
0.401602,0.472417,0.588469
0.403201,0.473642,0.589535
0.404870,0.474974,0.590689
0.407055,0.476591,0.592093
0.409026,0.478136,0.593460
0.411584,0.480072,0.595201
0.414959,0.482683,0.597563
0.418316,0.485258,0.599943
0.423555,0.489290,0.603673
0.430162,0.494228,0.608184
0.435970,0.498739,0.612358
0.443377,0.504547,0.617722
0.449948,0.509698,0.622571
0.457018,0.515257,0.627740
0.462612,0.519573,0.631825
0.467710,0.523445,0.635395
0.473145,0.527495,0.639107
0.478562,0.532095,0.643352
0.481439,0.533764,0.644897
0.483144,0.535043,0.646052
0.485240,0.536553,0.647402
0.487958,0.538560,0.649160
0.489823,0.539945,0.650350
0.490551,0.540531,0.650776
0.492522,0.542112,0.652162
0.495009,0.544119,0.653973
0.497656,0.546268,0.655820
0.498188,0.546766,0.656193
0.498242,0.546854,0.656158
0.497957,0.546730,0.655874
0.496856,0.545984,0.655039
0.495897,0.545274,0.654275
0.493659,0.543586,0.652588
0.491137,0.541668,0.650634
0.489077,0.540176,0.649036
0.487389,0.538933,0.647668
0.486270,0.538027,0.646638
0.485773,0.537636,0.646016
0.486839,0.538347,0.646513
0.488775,0.539999,0.647828
0.488846,0.540052,0.647686
0.491173,0.541917,0.649231
0.494050,0.544066,0.651025
0.497283,0.546464,0.653067
0.500053,0.548577,0.654879
0.504245,0.551863,0.657739
0.506412,0.553515,0.659088
0.511190,0.557192,0.662321
0.516110,0.560921,0.665571
0.518863,0.563035,0.667490
0.521207,0.564864,0.669070
0.521083,0.564847,0.668875
0.521775,0.565504,0.669248
0.524138,0.567440,0.670918
0.523072,0.566729,0.670118
0.520141,0.564722,0.668165
0.514848,0.560815,0.664381
0.505701,0.553639,0.657597
0.493073,0.543746,0.648147
0.485436,0.537707,0.642251
0.480036,0.533427,0.637988
0.476022,0.530301,0.634915
0.474211,0.528898,0.633512
0.475596,0.529981,0.634400
0.478402,0.532095,0.636301
0.482221,0.535061,0.639054
0.487887,0.539341,0.643050
0.494512,0.544510,0.647917
0.502149,0.550371,0.653440
0.510923,0.557263,0.659941
0.518383,0.563088,0.665465
0.525274,0.568470,0.670651
0.530301,0.572431,0.674452
0.535185,0.576267,0.678146
0.539182,0.579482,0.681237
0.542219,0.581898,0.683599
0.545345,0.584313,0.685926
0.547210,0.585894,0.687507
0.548116,0.586693,0.688341
0.548524,0.587084,0.688714
0.549163,0.587706,0.689283
0.549661,0.588238,0.689798
0.550353,0.588913,0.690473
0.551117,0.589642,0.691166
0.552005,0.590494,0.691965
0.552787,0.591311,0.692693
0.553533,0.591862,0.693190
0.554154,0.592519,0.693776
0.554918,0.593176,0.694345
0.555788,0.593922,0.695037
0.556481,0.594473,0.695535
0.557529,0.595307,0.696316
0.558026,0.595663,0.696689
0.558222,0.595805,0.696707
0.558435,0.595840,0.696689
0.559128,0.596338,0.697169
0.559536,0.596586,0.697417
0.559518,0.596480,0.697329
0.559767,0.596640,0.697471
0.560016,0.596746,0.697595
0.560069,0.596711,0.697595
0.560087,0.596693,0.697560
0.560087,0.596640,0.697506
0.560122,0.596604,0.697471
0.560318,0.596799,0.697719
0.560175,0.596551,0.697471
0.560087,0.596426,0.697329
0.559998,0.596320,0.697222
0.559270,0.595680,0.696547
0.559998,0.596284,0.697187
0.560104,0.596373,0.697275
0.559252,0.595680,0.696689
0.559572,0.595965,0.696956
0.559501,0.595823,0.696885
0.559074,0.595467,0.696583
0.558257,0.594810,0.696050
0.557298,0.594046,0.695357
0.556996,0.593815,0.695144
0.556286,0.593265,0.694736
0.555806,0.592874,0.694416
0.555113,0.592412,0.694061
0.554385,0.591897,0.693670
0.553604,0.591347,0.693244
0.551881,0.589979,0.692054
0.551437,0.589606,0.691805
0.550531,0.588949,0.691237
0.549377,0.588025,0.690526
0.548044,0.586942,0.689603
0.546268,0.585556,0.688448
0.544084,0.583851,0.686956
0.542023,0.582271,0.685606
0.539341,0.580210,0.683812
0.536944,0.578345,0.682214
0.534439,0.576445,0.680597
0.531384,0.574207,0.678697
0.526340,0.570299,0.675127
0.518934,0.564527,0.669852
0.512309,0.559483,0.665269
0.506163,0.554865,0.661078
0.498579,0.549128,0.655891
0.491457,0.543604,0.650119
0.480605,0.535256,0.643281
0.468030,0.525434,0.634223
0.457675,0.517300,0.626710
0.445650,0.507922,0.618024
0.438226,0.502202,0.612785
0.434567,0.499325,0.610174
0.429505,0.495258,0.606568
0.425917,0.492398,0.603975
0.422507,0.489698,0.601613
0.418919,0.486768,0.598984
0.416646,0.484956,0.597403
0.414053,0.482789,0.595503
0.411691,0.480871,0.593851
0.409541,0.479148,0.592306
0.407232,0.477265,0.590707
0.405296,0.475702,0.589322
0.403183,0.473944,0.587759
0.401265,0.472381,0.586285
0.399631,0.471102,0.585290
0.397925,0.469788,0.584189
0.396096,0.468296,0.582821
0.394391,0.466911,0.581613
0.392970,0.465792,0.580690
0.391372,0.464513,0.579553
0.390022,0.463447,0.578683
0.388405,0.462115,0.577564
0.387571,0.461422,0.577067
0.386079,0.460321,0.576125
0.384747,0.459202,0.575202
0.383326,0.458119,0.574314
0.381922,0.456929,0.573319
0.380821,0.456094,0.572644
0.379542,0.455028,0.571774
0.378388,0.454193,0.571116
0.377162,0.453181,0.570264
0.375955,0.452275,0.569571
0.374676,0.451192,0.568612
0.373433,0.450233,0.567848
0.372314,0.449291,0.567120
0.371212,0.448403,0.566374
0.370271,0.447675,0.565859
0.369276,0.446822,0.565113
0.368264,0.446005,0.564456
0.367234,0.445135,0.563692
0.366506,0.444567,0.563266
0.365600,0.443768,0.562591
0.364836,0.443110,0.562040
0.364055,0.442418,0.561437
0.363184,0.441636,0.560726
0.362456,0.440979,0.560175
0.361639,0.440233,0.559501
0.361106,0.439700,0.559074
0.360627,0.439256,0.558684
0.359934,0.438528,0.558009
0.359650,0.438226,0.557760
0.359472,0.437942,0.557511
0.359348,0.437622,0.557227
0.359135,0.437320,0.556907
0.359064,0.437089,0.556748
0.359383,0.437214,0.556872
0.359739,0.437373,0.557049
0.360183,0.437587,0.557280
0.361071,0.438226,0.557884
0.362527,0.439238,0.558843
0.364747,0.440979,0.560495
0.366168,0.441991,0.561365
0.368069,0.443377,0.562715
0.369117,0.444034,0.563301
0.370875,0.445331,0.564456
0.373486,0.447267,0.566179
0.375866,0.449043,0.567813
0.378406,0.450943,0.569589
0.380821,0.452737,0.571241
0.384089,0.455153,0.573425
0.390626,0.460161,0.578043
0.397215,0.465170,0.582661
0.403485,0.469966,0.587137
0.407890,0.473234,0.590228
0.409595,0.474459,0.591293
0.411158,0.475631,0.592341
0.412117,0.476253,0.592892
0.412756,0.476626,0.593158
0.413325,0.476999,0.593496
0.414213,0.477638,0.593975
0.417179,0.479947,0.595947
0.420784,0.482683,0.598380
0.422614,0.484033,0.599623
0.421690,0.483251,0.598824
0.421069,0.482541,0.598132
0.417889,0.480161,0.595840
0.416753,0.479184,0.594810
0.415349,0.478154,0.593709
0.413982,0.477052,0.592608
0.413307,0.476537,0.592075
0.412312,0.475720,0.591222
0.411016,0.474672,0.590103
0.410199,0.473997,0.589375
0.409861,0.473660,0.588967
0.408565,0.472594,0.587901
0.407819,0.472026,0.587244
0.404693,0.469557,0.584882
0.400963,0.466555,0.581951
0.397819,0.463962,0.579429
0.395226,0.461742,0.577226
0.394249,0.460836,0.576214
0.393698,0.460197,0.575486
0.391265,0.458119,0.573461
0.388814,0.456094,0.571436
0.388032,0.455259,0.570477
0.389187,0.455987,0.571045
0.391869,0.457835,0.572573
0.395563,0.460517,0.574971
0.399897,0.463714,0.577830
0.405492,0.467905,0.581613
0.412028,0.472807,0.586054
0.418369,0.477567,0.590441
0.424710,0.482274,0.594704
0.428848,0.485365,0.597492
0.432383,0.487798,0.599677
0.435384,0.489965,0.601684
0.438048,0.491883,0.603442
0.440801,0.493908,0.605272
0.442684,0.495293,0.606639
0.444638,0.496732,0.607723
0.446716,0.498188,0.608948
0.448297,0.499290,0.609854
0.449611,0.500426,0.610831
0.448279,0.499361,0.609747
0.446787,0.498188,0.608593
0.445455,0.497247,0.607616
0.443625,0.495755,0.606160
0.440677,0.493357,0.603868
0.436539,0.490018,0.600671
0.431708,0.486111,0.596977
0.423377,0.479397,0.590707
0.415935,0.473500,0.584402
0.408458,0.467568,0.579429
0.402384,0.462754,0.574740
0.399115,0.460126,0.572129
0.397961,0.459202,0.571116
0.397837,0.458971,0.570779
0.397055,0.458261,0.569980
0.397108,0.458225,0.569802
0.398050,0.458954,0.570353
0.400750,0.461085,0.572235
0.404604,0.464158,0.575060
0.408493,0.467195,0.577795
0.411797,0.469522,0.579891
0.414639,0.471653,0.581773
0.416735,0.473411,0.583301
0.418600,0.474921,0.584633
0.417658,0.474246,0.584011
0.417889,0.474495,0.584153
0.416060,0.473109,0.582786
0.414870,0.472328,0.582075
0.412206,0.470285,0.580175
0.408174,0.467141,0.577209
0.399719,0.460481,0.570921
0.391940,0.454460,0.565202
0.387180,0.450783,0.561685
0.383255,0.447657,0.558684
0.379489,0.444656,0.555771
0.374907,0.441015,0.552343
0.369134,0.436379,0.547902
0.365031,0.433128,0.544776
0.362048,0.430731,0.542432
0.360325,0.429310,0.540958
0.359135,0.428262,0.539910
0.357962,0.427321,0.538933
0.357074,0.426539,0.538187
0.356453,0.426006,0.537601
0.355636,0.425313,0.536908
0.355050,0.424816,0.536429
0.354446,0.424301,0.535896
0.354144,0.424035,0.535629
0.353895,0.423857,0.535434
0.353664,0.423644,0.535203
0.353309,0.423306,0.534866
0.352723,0.422774,0.534279
0.352723,0.422774,0.534297
0.352297,0.422418,0.533853
0.352101,0.422259,0.533676
0.352048,0.422187,0.533587
0.351941,0.422099,0.533480
0.351781,0.421957,0.533285
0.351693,0.421939,0.533232
0.351657,0.421939,0.533178
0.351444,0.421726,0.532912
0.351444,0.421726,0.532876
0.351408,0.421708,0.532805
0.351408,0.421708,0.532752
0.351408,0.421726,0.532699
0.351408,0.421726,0.532645
0.351266,0.421566,0.532397
0.351480,0.421779,0.532557
0.351586,0.421886,0.532610
0.351675,0.421957,0.532574
0.351764,0.422010,0.532557
0.351853,0.422081,0.532557
0.351995,0.422170,0.532574
0.352119,0.422294,0.532610
0.352279,0.422418,0.532628
0.352581,0.422667,0.532823
0.352865,0.423005,0.533054
0.353362,0.423289,0.533267
0.353629,0.423520,0.533427
0.353895,0.423768,0.533569
0.354268,0.423999,0.533693
0.354712,0.424372,0.533960
0.354996,0.424568,0.534084
0.355351,0.424887,0.534297
0.355689,0.425154,0.534475
0.356044,0.425438,0.534670
0.356382,0.425740,0.534901
0.356737,0.426077,0.535167
0.357199,0.426468,0.535487
0.357483,0.426734,0.535665
0.357785,0.426983,0.535807
0.358300,0.427427,0.536233
0.358637,0.427729,0.536464
0.359010,0.428084,0.536713
0.359472,0.428528,0.537103
0.359827,0.428812,0.537334
0.360307,0.429239,0.537690
0.360733,0.429647,0.538045
0.361213,0.430074,0.538382
0.361692,0.430535,0.538773
0.362119,0.430926,0.539075
0.362651,0.431441,0.539537
0.363095,0.431832,0.539839
0.363433,0.432134,0.540052
0.364126,0.432755,0.540602
0.364570,0.433182,0.540993
0.365191,0.433821,0.541526
0.365706,0.434247,0.541810
0.366079,0.434638,0.542094
0.366879,0.435384,0.542716
0.367518,0.435953,0.543178
0.368353,0.436734,0.543853
0.369134,0.437427,0.544421
0.369720,0.437942,0.544794
0.370502,0.438599,0.545327
0.371337,0.439345,0.545949
0.372065,0.439984,0.546446
0.372935,0.440766,0.547103
0.373681,0.441423,0.547600
0.374587,0.442240,0.548293
0.375511,0.443039,0.548968
0.376345,0.443803,0.549607
0.377305,0.444638,0.550318
0.378068,0.445331,0.550975
0.378992,0.446183,0.551597
0.379951,0.447053,0.552343
0.380821,0.447835,0.553000
0.381816,0.448758,0.553781
0.382811,0.449593,0.554474
0.383823,0.450499,0.555309
0.384853,0.451476,0.556161
0.385794,0.452329,0.556943
0.386807,0.453252,0.557724
0.387997,0.454229,0.558577
0.388974,0.455153,0.559376
0.390341,0.456343,0.560424
0.391798,0.457604,0.561774
0.393148,0.458776,0.562698
0.394462,0.459877,0.563657
0.395599,0.460872,0.564545
0.396664,0.461795,0.565362
0.397570,0.462577,0.566037
0.398565,0.463412,0.566783
0.400075,0.464690,0.567973
0.401229,0.465650,0.568825
0.402170,0.466413,0.569465
0.402970,0.467106,0.570033
0.403733,0.467763,0.570672
0.404035,0.468065,0.570939
0.403964,0.468030,0.570832
0.403893,0.468030,0.570797
0.403929,0.468065,0.570779
0.404462,0.468491,0.571134
0.404852,0.468847,0.571472
0.405101,0.469024,0.571614
0.405261,0.469113,0.571649
0.405652,0.469433,0.571898
0.406202,0.469841,0.572271
0.406735,0.470250,0.572626
0.407339,0.470712,0.573052
0.407517,0.470694,0.573035
0.407819,0.470800,0.573088
0.408511,0.471369,0.573639
0.408795,0.471475,0.573692
0.409204,0.471742,0.573923
0.409879,0.472239,0.574420
0.410323,0.472452,0.574598
0.411246,0.473234,0.575344
0.411779,0.473571,0.575592
0.412508,0.474122,0.576125
0.413254,0.474672,0.576623
0.413928,0.475187,0.577049
0.414834,0.475862,0.577670
0.415669,0.476519,0.578274
0.416593,0.477194,0.578914
0.417534,0.477923,0.579589
0.418564,0.478757,0.580317
0.419790,0.479699,0.581205
0.420962,0.480658,0.582093
0.422330,0.481724,0.583123
0.423768,0.482825,0.584171
0.424621,0.483535,0.584828
0.425686,0.484370,0.585628
0.427036,0.485453,0.586622
0.428422,0.486572,0.587670
0.430447,0.488224,0.589269
0.432240,0.489610,0.590583
0.434017,0.490977,0.591897
0.435864,0.492380,0.593265
0.437533,0.493677,0.594455
0.439647,0.495293,0.596036
0.441672,0.496838,0.597545
0.444069,0.498686,0.599322
0.446822,0.500817,0.601382
0.449451,0.502824,0.603318
0.453465,0.505879,0.606231
0.458314,0.509680,0.609818
0.462648,0.513019,0.613016
0.467213,0.516536,0.616390
0.471511,0.519857,0.619534
0.475436,0.522859,0.622447
0.478527,0.525239,0.624720
0.480729,0.526855,0.626283
0.483127,0.528649,0.627988
0.486093,0.530887,0.630422
0.489627,0.533587,0.632660
0.492149,0.535523,0.634525
0.493926,0.536819,0.635786
0.494867,0.537476,0.636425
0.494725,0.537334,0.636389
0.494778,0.537352,0.636425
0.494405,0.537015,0.636194
0.493641,0.536482,0.635750
0.491705,0.534990,0.634400
0.487869,0.532024,0.631700
0.483837,0.528987,0.628965
0.478438,0.524848,0.625129
0.474175,0.521527,0.622003
0.470676,0.518774,0.619445
0.467319,0.516127,0.617012
0.464033,0.513534,0.614632
0.460339,0.510550,0.611914
0.457515,0.508312,0.609872
0.456627,0.507513,0.609161
0.457053,0.507779,0.609374
0.458208,0.508596,0.610138
0.458882,0.509058,0.610582
0.459788,0.509644,0.611151
0.459806,0.509485,0.611080
0.459611,0.509236,0.610849
0.459895,0.509271,0.610955
0.460392,0.509520,0.611239
0.460357,0.509342,0.611115
0.460517,0.509342,0.611115
0.459646,0.508508,0.610369
0.458154,0.507264,0.609197
0.456680,0.506039,0.608060
0.454442,0.504192,0.606373
0.451920,0.502167,0.604490
0.449913,0.500444,0.602838
0.449291,0.499840,0.602234
0.448528,0.499147,0.601613
0.444407,0.495720,0.598487
0.437054,0.489823,0.593052
0.430145,0.484263,0.587848
0.423857,0.479432,0.583212
0.420926,0.477123,0.581010
0.418582,0.475312,0.579251
0.415918,0.473269,0.577280
0.413271,0.471156,0.575290
0.410181,0.468687,0.572910
0.407925,0.466893,0.570992
0.406451,0.465685,0.569962
0.405279,0.464602,0.568914
0.404266,0.463749,0.568008
0.402508,0.462293,0.566587
0.400341,0.460481,0.564811
0.398778,0.459167,0.563426
0.397552,0.458048,0.562307
0.396380,0.457000,0.561223
0.395226,0.456023,0.560140
0.394089,0.455028,0.559092
0.393059,0.454158,0.558168
0.392277,0.453412,0.557298
0.392029,0.453128,0.556854
0.391638,0.452755,0.556392
0.391336,0.452453,0.555913
0.391176,0.452222,0.555575
0.390626,0.451725,0.554936
0.389951,0.451121,0.554137
0.389400,0.450606,0.553497
0.389240,0.450393,0.553106
0.388761,0.449948,0.552520
0.388778,0.449931,0.552307
0.388707,0.449824,0.552023
0.388619,0.449647,0.551703
0.388423,0.449380,0.551206
0.388281,0.449167,0.550815
0.388601,0.449309,0.550815
0.388885,0.449380,0.550673
0.389080,0.449398,0.550567
0.389276,0.449451,0.550371
0.389471,0.449433,0.550105
0.389702,0.449469,0.549998
0.389933,0.449487,0.549803
0.390306,0.449664,0.549750
0.390555,0.449682,0.549572
0.391034,0.449913,0.549519
0.391833,0.450375,0.549821
0.392437,0.450694,0.549892
0.393041,0.451014,0.550016
0.393521,0.451263,0.550034
0.394053,0.451511,0.550069
0.394551,0.451778,0.550140
0.395155,0.452115,0.550211
0.395652,0.452346,0.550229
0.396114,0.452542,0.550229
0.396842,0.452968,0.550424
0.397499,0.453341,0.550638
0.398174,0.453696,0.550797
0.398867,0.454051,0.550922
0.399435,0.454353,0.551046
0.400057,0.454637,0.551135
0.400607,0.454886,0.551224
0.401051,0.455046,0.551224
0.401673,0.455401,0.551330
0.402064,0.455526,0.551242
0.402561,0.455756,0.551313
0.403059,0.455970,0.551313
0.403485,0.456147,0.551348
0.403964,0.456360,0.551384
0.404444,0.456573,0.551401
0.404870,0.456769,0.551419
0.405350,0.457018,0.551508
0.405652,0.457142,0.551455
0.406113,0.457373,0.551597
0.406504,0.457550,0.551579
0.406913,0.457781,0.551703
0.407375,0.458048,0.551810
0.407748,0.458296,0.551970
0.408120,0.458509,0.552041
0.408476,0.458687,0.552094
0.408760,0.458829,0.552165
0.409115,0.459060,0.552254
0.409382,0.459202,0.552307
0.409524,0.459238,0.552254
0.409612,0.459202,0.552147
0.409843,0.459326,0.552236
0.410270,0.459646,0.552449
0.410039,0.459415,0.552094
0.409897,0.459238,0.551863
0.410270,0.459522,0.552076
0.410287,0.459451,0.551934
0.410074,0.459238,0.551739
0.409826,0.458971,0.551419
0.409843,0.458954,0.551366
0.409826,0.458918,0.551295
0.409470,0.458581,0.550904
0.409399,0.458509,0.550851
0.409186,0.458279,0.550549
0.408955,0.458065,0.550318
0.408636,0.457763,0.549980
0.408334,0.457479,0.549679
0.408085,0.457266,0.549483
0.407730,0.456911,0.549128
0.407339,0.456556,0.548790
0.406966,0.456218,0.548435
0.406522,0.455810,0.548027
0.406113,0.455490,0.547707
0.405669,0.455064,0.547298
0.405190,0.454637,0.546872
0.404746,0.454229,0.546446
0.404284,0.453803,0.546002
0.403982,0.453519,0.545718
0.403520,0.453110,0.545256
0.403236,0.452826,0.544972
0.402970,0.452577,0.544688
0.402614,0.452222,0.544315
0.402188,0.451884,0.543959
0.401868,0.451600,0.543675
0.401549,0.451316,0.543302
0.401282,0.451050,0.543000
0.401051,0.450801,0.542716
0.400767,0.450535,0.542414
0.400501,0.450268,0.542130
0.400252,0.450020,0.541775
0.400075,0.449824,0.541579
0.399861,0.449576,0.541295
0.399702,0.449433,0.541064
0.399524,0.449185,0.540816
0.399400,0.449025,0.540567
0.399204,0.448812,0.540283
0.399115,0.448687,0.540123
0.399009,0.448528,0.539892
0.399027,0.448528,0.539803
0.398991,0.448403,0.539626
0.398991,0.448368,0.539501
0.399044,0.448350,0.539430
0.399044,0.448297,0.539288
0.399151,0.448314,0.539288
0.399400,0.448528,0.539377
0.399684,0.448670,0.539466
0.399560,0.448492,0.539164
0.399755,0.448599,0.539146
0.400092,0.448758,0.539199
0.400448,0.448972,0.539341
0.400980,0.449345,0.539590
0.401442,0.449647,0.539768
