R,G,B
0.516411,0.597172,0.755266
0.515737,0.596675,0.754591
0.515683,0.596675,0.754645
0.517477,0.598327,0.756332
0.516163,0.597084,0.755160
0.517353,0.598185,0.756208
0.517300,0.597918,0.756083
0.516287,0.597137,0.755142
0.515808,0.596604,0.754609
0.516163,0.596924,0.754875
0.517282,0.597883,0.755817
0.517246,0.597830,0.755746
0.515896,0.596728,0.754733
0.509982,0.591880,0.750115
0.500373,0.584118,0.742567
0.489396,0.575344,0.734077
0.475170,0.563603,0.722585
0.463429,0.554101,0.713261
0.460001,0.551508,0.710632
0.455277,0.547654,0.706867
0.451139,0.544386,0.703687
0.445135,0.539572,0.699069
0.440428,0.535985,0.695570
0.434230,0.530869,0.690508
0.431104,0.528489,0.688164
0.430589,0.528081,0.687720
0.427178,0.525168,0.684860
0.424354,0.522894,0.682605
0.423555,0.522184,0.681788
0.422667,0.521349,0.680970
0.423200,0.521651,0.681219
0.424568,0.522663,0.682178
0.426113,0.523818,0.683315
0.426948,0.524511,0.684079
0.427374,0.524688,0.684203
0.427729,0.524777,0.684274
0.429683,0.526340,0.685713
0.432205,0.528383,0.687684
0.435366,0.531029,0.690260
0.439079,0.533960,0.693084
0.443075,0.537086,0.696156
0.449238,0.542023,0.700810
0.456627,0.547956,0.706529
0.463749,0.553657,0.712106
0.468669,0.557529,0.715907
0.473447,0.561312,0.719690
0.477567,0.564598,0.722887
0.480463,0.566978,0.725196
0.483269,0.569376,0.727647
0.487780,0.573035,0.731235
0.493766,0.578061,0.736155
0.505577,0.587865,0.745693
0.514529,0.595059,0.752797
0.518987,0.598984,0.756634
0.519129,0.599162,0.756847
0.519324,0.599410,0.757078
0.519644,0.599712,0.757380
0.519520,0.599570,0.757202
0.518863,0.598984,0.756598
0.518969,0.599108,0.756829
0.520408,0.600298,0.757913
0.520230,0.599979,0.757611
0.519697,0.599641,0.757273
0.520372,0.600316,0.758090
0.518916,0.598931,0.756438
0.518632,0.598647,0.756208
0.517832,0.598025,0.755550
0.517086,0.597350,0.754929
0.517424,0.597510,0.755106
0.518010,0.597918,0.755462
0.517619,0.597510,0.755018
0.517335,0.597208,0.754733
0.516731,0.596640,0.754130
0.517566,0.597190,0.754591
0.517921,0.597652,0.754947
0.518827,0.598309,0.755550
0.518436,0.597918,0.755124
0.519324,0.598629,0.755835
0.518863,0.598327,0.755497
0.517886,0.597616,0.754804
0.516411,0.596622,0.753810
0.514085,0.595023,0.752282
0.512149,0.593638,0.750986
0.510088,0.592075,0.749423
0.507495,0.590121,0.747558
0.504671,0.587901,0.745373
0.501172,0.585183,0.742691
0.497283,0.582093,0.739707
0.492221,0.578026,0.735747
0.485986,0.572822,0.730613
0.485755,0.572804,0.730596
0.489698,0.576036,0.733473
0.494530,0.579802,0.737043
0.496075,0.580850,0.738038
0.496554,0.581045,0.738127
0.499361,0.583354,0.740258
0.500444,0.584278,0.741217
0.500781,0.584686,0.741750
0.499840,0.583780,0.740844
0.496945,0.581294,0.738375
0.496608,0.581187,0.738215
0.495418,0.579979,0.737061
0.491084,0.576214,0.733349
0.490871,0.576409,0.733633
0.479503,0.566907,0.724273
0.472985,0.561952,0.719459
0.467959,0.557849,0.715268
0.457763,0.549750,0.707364
0.455170,0.547867,0.705534
0.458669,0.550904,0.708358
0.462968,0.554439,0.711715
0.466431,0.557209,0.714380
0.473944,0.563355,0.720152
0.481901,0.569784,0.726369
0.485436,0.572324,0.728926
0.486448,0.573124,0.729708
0.490604,0.576374,0.732780
0.493730,0.578914,0.735302
0.492665,0.577884,0.734290
0.493251,0.578363,0.734699
0.496945,0.581116,0.737061
0.501972,0.585503,0.741554
0.504938,0.587865,0.743917
0.507886,0.590281,0.746403
0.506572,0.589144,0.745302
0.507424,0.589677,0.745728
0.509627,0.591364,0.747380
0.511651,0.592839,0.748766
0.512877,0.593691,0.749689
0.510532,0.591613,0.747629
0.507744,0.589357,0.745373
0.504298,0.586622,0.742620
0.504352,0.586800,0.742762
0.507193,0.589393,0.745409
0.509271,0.590814,0.746705
0.509307,0.590636,0.746403
0.510319,0.591560,0.747291
0.511278,0.592217,0.747966
0.513410,0.593993,0.749671
0.514316,0.594757,0.750453
0.514529,0.594917,0.750595
0.512078,0.592732,0.748464
0.504689,0.586445,0.741999
0.500178,0.582679,0.738748
0.494920,0.578381,0.734468
0.490213,0.574402,0.730525
0.491688,0.575681,0.731679
0.502540,0.584366,0.740240
0.503801,0.585539,0.741306
0.499698,0.581862,0.737594
0.509502,0.590121,0.745604
0.522859,0.600973,0.756030
0.529608,0.606319,0.761358
0.530159,0.606746,0.761945
0.531669,0.608131,0.763223
0.531402,0.608042,0.763259
0.518845,0.598043,0.753614
0.523072,0.601435,0.757113
0.526837,0.604721,0.760080
0.529715,0.607101,0.762406
0.532006,0.609232,0.764360
0.530692,0.608060,0.763188
0.523605,0.601986,0.757025
0.524173,0.602448,0.757309
0.523605,0.601950,0.756740
0.518134,0.597421,0.752371
0.509289,0.589926,0.745142
0.502185,0.584082,0.739441
0.501261,0.583354,0.738642
0.503286,0.585024,0.740187
0.510231,0.590885,0.745799
0.509751,0.590601,0.745444
0.500284,0.582874,0.737913
0.489503,0.574118,0.729406
0.485152,0.570868,0.726155
0.486146,0.571827,0.727168
0.486945,0.572715,0.728056
0.483233,0.570069,0.725516
0.474832,0.563230,0.718731
0.467568,0.557280,0.712888
0.458136,0.549430,0.705144
0.452879,0.545025,0.700739
0.451813,0.544119,0.699709
0.452968,0.544990,0.700366
0.458900,0.549661,0.704842
0.470481,0.559110,0.713882
0.481137,0.567617,0.722195
0.486501,0.571756,0.726209
0.493837,0.577528,0.731768
0.507851,0.589126,0.743011
0.519502,0.598877,0.752478
0.519928,0.599144,0.752797
0.519520,0.598771,0.752442
0.522770,0.601471,0.755053
0.525115,0.603549,0.756971
0.528241,0.606248,0.759547
0.531296,0.608700,0.761873
0.532610,0.609765,0.762850
0.533445,0.610476,0.763579
0.534102,0.611008,0.764040
0.534422,0.611346,0.764307
0.535096,0.611932,0.764964
0.535132,0.611932,0.764928
0.534137,0.610937,0.763827
0.533143,0.610263,0.763117
0.535167,0.611772,0.764520
0.535736,0.612714,0.765515
0.536535,0.613389,0.766083
0.536730,0.613655,0.766314
0.537352,0.614330,0.767024
0.536695,0.613566,0.766278
0.535114,0.612518,0.765088
0.536606,0.613762,0.766225
0.537583,0.614738,0.767237
0.537849,0.614898,0.767433
0.537903,0.614934,0.767326
0.538169,0.615182,0.767539
0.538009,0.615129,0.767486
0.537743,0.614969,0.767273
0.536766,0.614277,0.766527
0.536038,0.613797,0.766012
0.535505,0.613406,0.765603
0.535310,0.613282,0.765515
0.535008,0.613069,0.765248
0.534439,0.612696,0.764857
0.533356,0.611879,0.764023
0.532521,0.611293,0.763401
0.532255,0.611151,0.763170
0.533196,0.612092,0.764094
0.532805,0.611737,0.763685
0.531757,0.610795,0.762868
0.532716,0.611612,0.763579
0.533818,0.612678,0.764555
0.533338,0.611932,0.763827
0.533267,0.611719,0.763579
0.533214,0.611950,0.763703
0.532681,0.611701,0.763525
0.532983,0.612110,0.763774
0.532663,0.611879,0.763596
0.531935,0.611577,0.763401
0.530052,0.610280,0.762264
0.527388,0.608025,0.759795
0.526695,0.607492,0.759227
0.525630,0.606657,0.758374
0.524937,0.606142,0.757859
0.522841,0.604437,0.756190
0.520461,0.602554,0.754343
0.518010,0.600494,0.752318
0.517566,0.600245,0.751998
0.517619,0.600227,0.751980
0.516411,0.599233,0.751004
0.513552,0.596888,0.748695
0.510568,0.594490,0.746315
0.508810,0.593052,0.744840
0.508774,0.593158,0.744911
0.507939,0.592572,0.744343
0.503677,0.589162,0.741093
0.498899,0.585290,0.737416
0.492665,0.580352,0.732549
0.487283,0.575948,0.728109
0.485507,0.574669,0.726777
0.479912,0.569998,0.722425
0.470534,0.562325,0.714948
0.466626,0.559145,0.711733
0.459806,0.553444,0.706227
0.456716,0.550780,0.703634
0.456147,0.550300,0.703279
0.449291,0.544297,0.697400
0.444727,0.540496,0.693723
0.445934,0.541402,0.694593
0.442737,0.538631,0.691876
0.442258,0.538116,0.691379
0.442329,0.538134,0.691361
0.442329,0.538116,0.691343
0.447604,0.542645,0.695766
0.450535,0.544954,0.697968
0.452222,0.546304,0.699194
0.454193,0.547973,0.700792
0.451352,0.545522,0.698412
0.448705,0.543160,0.696156
0.446716,0.541455,0.694469
0.446556,0.541295,0.694256
0.447657,0.542219,0.695073
0.448581,0.542929,0.695712
0.448226,0.542609,0.695357
0.449238,0.543355,0.696068
0.447053,0.541437,0.694220
0.443554,0.538453,0.691343
0.442968,0.537885,0.690757
0.440837,0.535985,0.688892
0.436503,0.532255,0.685286
0.434034,0.530141,0.683244
0.430535,0.527086,0.680278
0.429701,0.526251,0.679443
0.430287,0.526731,0.679869
0.429345,0.525878,0.678999
0.427551,0.524369,0.677507
0.425651,0.522663,0.675837
0.424106,0.521260,0.674434
0.424212,0.521278,0.674381
0.423679,0.520763,0.673848
0.422720,0.519857,0.672925
0.422312,0.519395,0.672463
0.422205,0.519200,0.672250
0.422187,0.519093,0.672108
0.422330,0.519129,0.672072
0.422756,0.519360,0.672267
0.423306,0.519751,0.672640
0.423750,0.520035,0.672854
0.424159,0.520301,0.672996
0.424568,0.520514,0.673173
0.425402,0.521154,0.673830
0.426202,0.521740,0.674328
0.427072,0.522450,0.674985
0.427605,0.522788,0.675251
0.428599,0.523463,0.675802
0.430500,0.524990,0.677294
0.432010,0.526180,0.678395
0.433928,0.527690,0.679798
0.435136,0.528525,0.680562
0.436219,0.529288,0.681272
0.437764,0.530567,0.682445
0.440002,0.532468,0.684292
0.442045,0.534102,0.685802
0.444851,0.536358,0.687951
0.447267,0.538347,0.689833
0.450321,0.540816,0.692160
0.453376,0.543284,0.694487
0.455916,0.545309,0.696387
0.460090,0.548755,0.699691
0.464300,0.552236,0.703048
0.468118,0.555309,0.705996
0.472861,0.559163,0.709726
0.476289,0.561898,0.712337
0.478047,0.563213,0.713598
0.479805,0.564474,0.714895
0.482008,0.566250,0.716582
0.486199,0.569713,0.720010
0.490409,0.573212,0.723367
0.493926,0.576019,0.726155
0.497034,0.578452,0.728571
0.500000,0.580867,0.730915
0.504263,0.584366,0.734343
0.506856,0.586356,0.736599
0.511527,0.590032,0.739814
0.516483,0.594384,0.744059
0.520212,0.597634,0.747203
0.521331,0.598629,0.748215
0.523765,0.600689,0.750293
0.525008,0.601577,0.751234
0.525345,0.601755,0.751483
0.525488,0.601577,0.751448
0.526127,0.602057,0.751892
0.526980,0.602714,0.752762
0.527690,0.603282,0.753135
0.531597,0.606515,0.756314
0.535736,0.609907,0.759600
0.540301,0.613904,0.763525
0.541739,0.615360,0.765106
0.540141,0.614259,0.764058
0.536286,0.610973,0.760985
0.527779,0.604135,0.753934
0.524102,0.601346,0.751199
0.521953,0.599801,0.749654
0.516323,0.595183,0.745160
0.511811,0.591649,0.741750
0.509769,0.590263,0.740400
0.507513,0.588452,0.738642
0.499520,0.581880,0.732354
0.487514,0.571916,0.722745
0.480747,0.566285,0.717257
0.474850,0.561135,0.712159
0.472683,0.559643,0.710614
0.471617,0.558684,0.709655
0.470463,0.557565,0.708518
0.469788,0.556961,0.707861
0.472168,0.558932,0.709815
0.478331,0.564456,0.715303
0.482168,0.567440,0.718234
0.491741,0.575450,0.726084
0.494085,0.577102,0.727665
0.500178,0.581915,0.732407
0.503712,0.584739,0.735214
0.503801,0.584793,0.735374
0.500213,0.581898,0.732692
0.497211,0.579606,0.730596
0.495169,0.578061,0.729122
0.496110,0.579127,0.730152
0.496164,0.579127,0.730134
0.497602,0.580352,0.731395
0.499023,0.581489,0.732549
0.500977,0.583034,0.734077
0.498970,0.581311,0.732461
0.497993,0.580530,0.731697
0.496181,0.579038,0.730240
0.496164,0.579091,0.730258
0.495133,0.578328,0.729512
0.492025,0.575877,0.727097
0.486697,0.571418,0.722763
0.480285,0.566108,0.717577
0.475401,0.561969,0.713456
0.473997,0.560637,0.712071
0.473269,0.559785,0.711236
0.473127,0.559625,0.711112
0.476075,0.562040,0.713527
0.476289,0.562129,0.713616
0.475454,0.561383,0.712852
0.475383,0.561348,0.712817
0.475436,0.561294,0.712781
0.476697,0.562147,0.713580
0.479308,0.564065,0.715428
0.482239,0.566339,0.717541
0.486128,0.569411,0.720543
0.490586,0.572981,0.724042
0.492611,0.574491,0.725569
0.493517,0.575113,0.726120
0.496021,0.577049,0.728003
0.498703,0.579109,0.730027
0.501758,0.581507,0.732390
0.504067,0.583407,0.734255
0.504511,0.583780,0.734681
0.503836,0.583283,0.734308
0.500888,0.580921,0.732052
0.495506,0.576551,0.727914
0.490515,0.572822,0.724379
0.484512,0.568292,0.719957
0.477585,0.562733,0.714451
0.472648,0.558968,0.710845
0.467177,0.554669,0.706707
0.461440,0.550140,0.702408
0.456787,0.546535,0.698856
0.450908,0.541881,0.694238
0.446450,0.538311,0.690597
0.440819,0.533835,0.686423
0.436716,0.530656,0.683386
0.434088,0.528418,0.681095
0.432809,0.527388,0.680047
0.432915,0.527512,0.680207
0.432436,0.527175,0.679852
0.431796,0.526624,0.679319
0.430180,0.525274,0.678093
0.428013,0.523409,0.676317
0.425935,0.521793,0.674718
0.424781,0.520923,0.673866
0.423395,0.519875,0.672889
0.422241,0.518863,0.671894
0.421886,0.518472,0.671450
0.421211,0.517637,0.670580
0.420145,0.516465,0.669390
0.419648,0.515772,0.668662
0.419861,0.515737,0.668538
0.420394,0.515967,0.668733
0.420678,0.516110,0.668786
0.420482,0.515737,0.668413
0.419772,0.515115,0.667827
0.418795,0.514316,0.667081
0.418067,0.513730,0.666513
0.417463,0.513161,0.665962
0.416806,0.512611,0.665500
0.416735,0.512522,0.665483
0.416397,0.512220,0.665216
0.415864,0.511651,0.664666
0.414479,0.510426,0.663582
0.412365,0.508543,0.661788
0.410163,0.506661,0.659941
0.408156,0.505026,0.658378
0.406451,0.503677,0.657081
0.404923,0.502469,0.655945
0.403130,0.501101,0.654630
0.401993,0.500195,0.653813
0.400927,0.499396,0.653067
0.400021,0.498721,0.652464
0.399258,0.498153,0.651984
0.398370,0.497442,0.651362
0.397464,0.496696,0.650687
0.396860,0.496199,0.650208
0.396700,0.496057,0.650119
0.396522,0.495862,0.649941
0.396203,0.495542,0.649622
0.395688,0.495098,0.649213
0.395172,0.494672,0.648787
0.394426,0.494068,0.648201
0.393929,0.493606,0.647775
0.393361,0.493109,0.647259
0.392562,0.492505,0.646744
0.391993,0.491954,0.646265
0.391052,0.491155,0.645448
0.390555,0.490693,0.645021
0.390146,0.490249,0.644560
0.389453,0.489627,0.643920
0.388796,0.489041,0.643352
0.388050,0.488402,0.642748
0.387553,0.488029,0.642446
0.386683,0.487247,0.641718
0.385493,0.486164,0.640581
0.384942,0.485649,0.640048
0.384675,0.485453,0.639888
0.383930,0.484832,0.639249
0.383485,0.484441,0.638876
0.382988,0.484086,0.638485
0.382455,0.483642,0.638041
0.381922,0.483287,0.637757
0.381283,0.482825,0.637331
0.380768,0.482434,0.636993
0.380253,0.482097,0.636638
0.380004,0.481972,0.636532
0.379773,0.481848,0.636407
0.379578,0.481759,0.636336
0.378903,0.481173,0.635715
0.378370,0.480747,0.635235
0.377802,0.480320,0.634826
0.377020,0.479663,0.634080
0.376647,0.479432,0.633885
0.376434,0.479290,0.633743
0.376079,0.479095,0.633512
0.375635,0.478669,0.633086
0.375351,0.478491,0.632908
0.375067,0.478313,0.632713
0.374623,0.477994,0.632375
0.374267,0.477709,0.632091
0.373770,0.477319,0.631683
0.373362,0.477035,0.631363
0.373024,0.476768,0.631114
0.372651,0.476537,0.630848
0.372331,0.476306,0.630599
0.371958,0.475969,0.630280
0.371479,0.475560,0.629853
0.371177,0.475312,0.629587
0.370893,0.475099,0.629391
0.370733,0.474992,0.629303
0.370200,0.474566,0.628894
0.369845,0.474299,0.628592
0.369543,0.474015,0.628344
0.369205,0.473766,0.628024
0.369010,0.473642,0.627846
0.368690,0.473393,0.627598
0.368228,0.472967,0.627100
0.367927,0.472736,0.626852
0.367927,0.472861,0.626976
0.367713,0.472630,0.626763
0.367944,0.472914,0.627065
0.367927,0.472967,0.627100
0.367838,0.472914,0.627047
0.367749,0.472896,0.627047
0.367678,0.472896,0.627011
0.367607,0.472896,0.626976
0.367749,0.473020,0.627065
0.367696,0.473003,0.626994
0.367784,0.473109,0.627047
0.367855,0.473198,0.627065
0.368015,0.473340,0.627171
0.368282,0.473607,0.627402
0.368548,0.473820,0.627598
0.368797,0.473997,0.627704
0.369152,0.474335,0.627988
0.369543,0.474690,0.628290
0.369934,0.475010,0.628574
0.370289,0.475276,0.628752
0.370981,0.475898,0.629356
0.371532,0.476377,0.629782
0.372172,0.476857,0.630191
0.372864,0.477479,0.630759
0.373344,0.477798,0.630990
0.374143,0.478562,0.631683
0.374853,0.479077,0.632127
0.375990,0.480054,0.633050
0.377056,0.480978,0.633921
0.377944,0.481688,0.634525
0.379276,0.482860,0.635643
0.380431,0.483873,0.636603
0.381745,0.484992,0.637668
0.382988,0.486040,0.638645
0.384445,0.487265,0.639764
0.385919,0.488473,0.640901
0.387162,0.489503,0.641824
0.388494,0.490622,0.642855
0.389524,0.491475,0.643636
0.390785,0.492505,0.644524
0.392206,0.493641,0.645572
0.393254,0.494512,0.646371
0.394728,0.495684,0.647419
0.396007,0.496679,0.648325
0.397144,0.497638,0.649178
0.398529,0.498721,0.650155
0.399719,0.499698,0.651043
0.401034,0.500746,0.652002
0.402419,0.501900,0.653085
0.403716,0.503002,0.654080
0.405723,0.504671,0.655661
0.407499,0.506323,0.657188
0.409524,0.507833,0.658627
0.411460,0.509414,0.660119
0.413573,0.511243,0.661895
0.416539,0.513854,0.664381
0.419434,0.516269,0.666637
0.422223,0.518667,0.669017
0.425385,0.521473,0.671681
0.427836,0.523481,0.673600
0.429008,0.524528,0.674612
0.430002,0.525363,0.675393
0.430642,0.525967,0.675962
0.430926,0.526180,0.676139
0.431317,0.526553,0.676495
0.431619,0.526855,0.676743
0.432081,0.527317,0.677116
0.431992,0.527299,0.676992
0.432436,0.527743,0.677365
0.431690,0.527175,0.676708
0.429541,0.525417,0.674949
0.426841,0.523250,0.672818
0.425864,0.522468,0.671930
0.425260,0.521989,0.671397
0.424958,0.521811,0.671131
0.425065,0.521971,0.671219
0.425260,0.522237,0.671379
0.425722,0.522699,0.671735
0.426237,0.523196,0.672143
0.426752,0.523694,0.672534
0.427161,0.524120,0.672942
0.427587,0.524493,0.673262
0.428315,0.525221,0.673884
0.428972,0.525736,0.674363
0.430145,0.526784,0.675376
0.431210,0.527672,0.676335
0.432560,0.528756,0.677187
0.434123,0.529999,0.678360
0.436148,0.531597,0.679816
0.438404,0.533409,0.681486
0.441139,0.535576,0.683528
0.444141,0.537921,0.685731
0.447195,0.540265,0.687915
0.450730,0.543071,0.690544
0.455987,0.547334,0.694611
0.461209,0.551543,0.698643
0.465650,0.555131,0.702089
0.470285,0.558648,0.705446
0.475401,0.562911,0.709531
0.479415,0.566108,0.712639
0.484459,0.570228,0.716653
0.487194,0.572466,0.718838
0.490800,0.575344,0.721608
0.496252,0.579748,0.725836
0.500284,0.582981,0.728962
0.503321,0.585379,0.731288
0.501954,0.584118,0.730027
0.500231,0.582555,0.728429
0.501510,0.583567,0.729299
0.500373,0.582644,0.728358
0.497869,0.580672,0.726386
0.495382,0.578665,0.724486
0.492451,0.576196,0.722266
0.490906,0.575273,0.721289
0.490391,0.574704,0.720774
0.492718,0.576711,0.722425
0.498863,0.581827,0.727274
0.503961,0.586125,0.731377
0.506501,0.588416,0.733633
0.503606,0.586018,0.731377
0.496856,0.580601,0.726173
0.489805,0.574758,0.720543
0.483482,0.569571,0.715374
0.475738,0.563248,0.709104
0.469291,0.557902,0.703900
0.466928,0.555948,0.701822
0.464584,0.554048,0.699869
0.458882,0.549288,0.695268
0.452027,0.543551,0.689745
0.450126,0.541952,0.688253
0.448510,0.540585,0.686867
0.448776,0.540727,0.686992
0.450197,0.541899,0.688093
0.450677,0.542290,0.688377
0.450783,0.542308,0.688359
0.451476,0.542894,0.688874
0.453003,0.544137,0.689975
0.455419,0.546108,0.691911
0.456289,0.546801,0.692586
0.458811,0.548968,0.694629
0.460712,0.550549,0.696263
0.462524,0.552076,0.697595
0.463554,0.552876,0.698341
0.464193,0.553408,0.698821
0.465632,0.554527,0.699869
0.468136,0.556552,0.701805
0.470712,0.558737,0.703918
0.472505,0.560140,0.705339
0.474903,0.562111,0.707168
0.477283,0.564012,0.708998
0.480534,0.566854,0.711769
0.484512,0.570264,0.715072
0.490729,0.575450,0.720063
0.496981,0.580779,0.725054
0.501865,0.584953,0.729104
0.504742,0.587439,0.731537
0.505080,0.587635,0.731697
0.506501,0.588736,0.732745
0.513197,0.594171,0.737913
0.516891,0.597243,0.740897
0.518987,0.598931,0.742567
0.518330,0.598433,0.742052
0.517442,0.597670,0.741324
0.516305,0.596728,0.740364
0.518845,0.598718,0.742318
0.523232,0.602341,0.745764
0.524635,0.603460,0.746918
0.526980,0.605467,0.748783
0.529644,0.607652,0.750790
0.533835,0.611186,0.754094
0.541597,0.617474,0.760168
0.551952,0.625893,0.768481
0.556357,0.629374,0.771873
0.560069,0.632535,0.774964
0.564580,0.636283,0.778729
0.566960,0.638290,0.780683
0.569482,0.640084,0.782494
0.569696,0.640599,0.782974
0.568879,0.640031,0.782565
0.573763,0.644133,0.786491
0.576711,0.646709,0.789119
0.573834,0.644524,0.787024
0.576747,0.647597,0.790025
0.575930,0.647029,0.789475
0.573674,0.645785,0.788178
0.569216,0.642393,0.784910
0.563817,0.638272,0.780754
0.557849,0.633814,0.776402
0.543871,0.622429,0.765230
0.533853,0.614685,0.757540
0.530336,0.612074,0.754911
0.529200,0.611719,0.754591
0.525381,0.608575,0.751252
0.519982,0.604188,0.746830
0.516110,0.601169,0.743757
0.515168,0.600529,0.743011
0.513801,0.599481,0.741856
